NO_CAMPUS;CO_IES_CURSO;CO_CURSO_ACAD;NO_CURSO;DS_TURNO
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);1128169;265;MATEMÁTICA;Manhã
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Manhã
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);29495;250;ENGENHARIA ELETRÔNICA;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);1341352;340;LETRAS INGLÊS;Tarde
CURITIBA (CENTRO);1341351;343;LETRAS PORTUGUÊS;Noite
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Manhã
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Noite
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Manhã
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);29495;250;ENGENHARIA ELETRÔNICA;Integral (T/N)
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Manhã
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Diurno (M/T)
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Manhã
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Noite
CURITIBA (CENTRO);1269446;298;COMUNICAÇÃO ORGANIZACIONAL;Noite
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);104532;39;RADIOLOGIA;Tarde
CURITIBA (CENTRO);104532;39;RADIOLOGIA;Tarde
CURITIBA (CENTRO);29495;250;ENGENHARIA ELETRÔNICA;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);106086;215;SISTEMAS DE TELECOMUNICAÇÕES;Noite
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Manhã
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);106086;215;SISTEMAS DE TELECOMUNICAÇÕES;Noite
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);1102660;252;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);1341351;343;LETRAS PORTUGUÊS;Noite
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);1341351;343;LETRAS PORTUGUÊS;Noite
CURITIBA (CENTRO);1269446;298;COMUNICAÇÃO ORGANIZACIONAL;Noite
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Diurno (M/T)
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Manhã
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);1341351;343;LETRAS PORTUGUÊS;Noite
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);1269446;298;COMUNICAÇÃO ORGANIZACIONAL;Noite
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);1341352;340;LETRAS INGLÊS;Tarde
CURITIBA (CENTRO);1269446;298;COMUNICAÇÃO ORGANIZACIONAL;Noite
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);1102660;252;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Manhã
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);1102660;252;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);1269446;298;COMUNICAÇÃO ORGANIZACIONAL;Noite
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);29495;250;ENGENHARIA ELETRÔNICA;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);1102660;252;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Diurno (M/T)
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);1269446;298;COMUNICAÇÃO ORGANIZACIONAL;Noite
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Noite
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Noite
CURITIBA (CENTRO);1128169;265;MATEMÁTICA;Manhã
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);1269446;298;COMUNICAÇÃO ORGANIZACIONAL;Noite
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);104532;39;RADIOLOGIA;Tarde
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Manhã
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Integral (T/N)
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Noite
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);1341352;340;LETRAS INGLÊS;Tarde
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Integral (T/N)
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Manhã
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Integral (T/N)
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Manhã
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);1341351;343;LETRAS PORTUGUÊS;Noite
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Integral (T/N)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Diurno (M/T)
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Diurno (M/T)
CURITIBA (CENTRO);29495;250;ENGENHARIA ELETRÔNICA;Integral (T/N)
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);104532;39;RADIOLOGIA;Tarde
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Manhã
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Manhã
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Manhã
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Noite
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Manhã
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Diurno (M/T)
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Integral (T/N)
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);1102660;252;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);1128169;265;MATEMÁTICA;Manhã
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);104532;39;RADIOLOGIA;Tarde
CURITIBA (CENTRO);104532;39;RADIOLOGIA;Tarde
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Noite
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);104532;39;RADIOLOGIA;Tarde
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);1102660;252;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Integral (T/N)
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);1269446;298;COMUNICAÇÃO ORGANIZACIONAL;Noite
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Integral (T/N)
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Diurno (M/T)
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Diurno (M/T)
CURITIBA (CENTRO);69280;185;AUTOMAÇÃO INDUSTRIAL;Noite
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Noite
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Manhã
CURITIBA (CENTRO);69280;185;AUTOMAÇÃO INDUSTRIAL;Noite
CURITIBA (CENTRO);104532;39;RADIOLOGIA;Tarde
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Integral (T/N)
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);29495;250;ENGENHARIA ELETRÔNICA;Integral (T/N)
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Manhã
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);104532;39;RADIOLOGIA;Tarde
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);1269446;298;COMUNICAÇÃO ORGANIZACIONAL;Noite
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Integral (T/N)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);1102660;252;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Integral (T/N)
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Diurno (M/T)
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Noite
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);1269446;298;COMUNICAÇÃO ORGANIZACIONAL;Noite
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);104532;39;RADIOLOGIA;Tarde
CURITIBA (CENTRO);1341352;340;LETRAS INGLÊS;Tarde
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);1128169;265;MATEMÁTICA;Manhã
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);1269446;298;COMUNICAÇÃO ORGANIZACIONAL;Noite
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Manhã
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Manhã
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);106104;217;DESIGN GRÁFICO;Manhã
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);1152630;274;ADMINISTRAÇÃO;Manhã
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);1269446;298;COMUNICAÇÃO ORGANIZACIONAL;Noite
CURITIBA (CENTRO);69280;185;AUTOMAÇÃO INDUSTRIAL;Noite
CURITIBA (CENTRO);104532;39;RADIOLOGIA;Tarde
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
CURITIBA (CENTRO);30438;251;ENGENHARIA ELÉTRICA;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);115582;236;SISTEMAS DE INFORMAÇÃO;Integral (T/N)
CURITIBA (CENTRO);1102660;252;ENGENHARIA DE CONTROLE E AUTOMAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102663;212;ENGENHARIA DE COMPUTAÇÃO;Diurno (M/T)
CURITIBA (CENTRO);102667;213;DESIGN;Diurno (M/T)
